;path;xmin;ymin;xmax;ymax;name
245;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\245.png;94;236;157;283;pallet
246;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\246.png;75;261;148;331;pallet
247;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\247.png;86;266;157;329;pallet
248;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\248.png;74;275;140;346;pallet
249;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\249.png;74;276;140;346;pallet
250;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\250.png;74;275;140;346;pallet
251;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\251.png;67;255;137;326;pallet
252;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\252.png;65;255;138;327;pallet
253;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\253.png;65;255;138;325;pallet
254;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\254.png;84;273;157;341;pallet
255;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\255.png;84;273;155;340;pallet
256;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\256.png;72;306;134;369;pallet
257;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\257.png;73;306;135;369;pallet
258;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\258.png;104;280;162;341;pallet
259;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\259.png;105;280;163;340;pallet
260;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\260.png;106;279;163;340;pallet
261;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\261.png;105;279;163;340;pallet
262;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\262.png;105;280;162;341;pallet
263;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\263.png;105;279;163;342;pallet
264;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\264.png;105;280;164;341;pallet
265;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\265.png;106;280;165;341;pallet
266;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\266.png;105;279;162;340;pallet
267;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\267.png;58;142;128;214;pallet
268;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\268.png;60;143;127;214;pallet
269;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\269.png;59;143;127;213;pallet
270;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\270.png;59;142;126;214;pallet
271;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\271.png;58;143;128;214;pallet
272;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\272.png;58;143;127;214;pallet
273;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\273.png;43;126;101;198;pallet
274;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\274.png;42;126;103;199;pallet
275;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\275.png;42;126;101;198;pallet
276;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\276.png;47;156;114;228;pallet
277;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\277.png;44;155;114;228;pallet
278;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\278.png;44;156;113;228;pallet
279;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\279.png;48;156;114;229;pallet
280;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\280.png;68;176;133;238;pallet
281;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\281.png;90;169;159;221;pallet
282;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\282.png;90;168;161;221;pallet
283;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\283.png;111;141;181;211;pallet
284;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\284.png;122;126;196;194;pallet
285;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\285.png;132;131;202;198;pallet
286;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\286.png;123;191;191;244;pallet
287;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\287.png;126;195;197;258;pallet
288;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\288.png;126;207;199;258;pallet
289;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\289.png;126;195;198;259;pallet
290;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\290.png;107;207;171;273;pallet
291;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\291.png;64;191;138;258;pallet
292;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\292.png;67;194;137;268;pallet
293;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\293.png;66;195;135;268;pallet
294;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\294.png;64;221;137;268;pallet
295;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\295.png;66;195;137;268;pallet
296;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\296.png;66;195;136;269;pallet
297;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\297.png;82;165;147;217;pallet
298;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\298.png;82;180;146;216;pallet
299;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\299.png;90;174;159;236;pallet
300;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\300.png;91;281;154;340;pallet
301;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\301.png;135;198;203;252;pallet
302;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\302.png;135;198;202;251;pallet
303;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\303.png;110;208;178;261;pallet
304;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\304.png;113;208;185;272;pallet
305;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\305.png;110;231;185;273;pallet
306;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\306.png;113;207;184;268;pallet
307;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\307.png;113;208;185;272;pallet
308;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\308.png;111;232;184;272;pallet
309;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\309.png;97;227;162;273;pallet
310;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\310.png;92;215;164;278;pallet
311;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\311.png;91;174;159;236;pallet
312;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\312.png;111;210;182;277;pallet
313;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\313.png;112;224;184;281;pallet
314;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\314.png;113;223;182;282;pallet
315;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\315.png;113;223;182;281;pallet
316;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\316.png;113;223;181;268;pallet
317;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\317.png;107;234;176;295;pallet
318;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\318.png;107;234;175;294;pallet
319;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\319.png;155;229;218;272;pallet
320;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\320.png;155;229;218;273;pallet
321;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\321.png;149;227;214;290;pallet
322;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\322.png;160;218;232;274;pallet
323;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\323.png;140;236;214;301;pallet
324;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\324.png;141;236;213;301;pallet
325;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\325.png;142;236;214;278;pallet
326;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\326.png;150;252;215;302;pallet
327;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\327.png;147;257;214;313;pallet
328;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\328.png;104;259;175;320;pallet
329;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\329.png;104;258;176;319;pallet
330;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\330.png;104;257;176;320;pallet
331;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\331.png;123;264;193;324;pallet
332;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\332.png;123;264;193;324;pallet
333;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\333.png;125;270;193;325;pallet
334;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\334.png;124;271;188;326;pallet
335;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\335.png;127;282;190;328;pallet
336;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\336.png;127;281;190;328;pallet
337;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\337.png;91;281;161;339;pallet
338;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\338.png;90;281;161;340;pallet
339;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\339.png;91;281;162;339;pallet
340;C:\Drive\Uni\Diplomarbeit\ForRealsies\Own\Programming\prep\png\340.png;112;224;183;280;pallet
